Rating,Review,Comments
5,Good,Over all goodREAD MORE
4,Excellent,Best trimmer I have ever used.. using it for past one year.. no any defect.. working like pro.. go for itREAD MORE
5,Must buy!,Good quality 😊😊READ MORE
4,Good quality product,Nice products good qualityREAD MORE
5,Super!,Good productREAD MORE
4,Wonderful,Good machine working well just one thing missing is charger if charger also provider then more niceREAD MORE
5,Very Good,It's nice product and battery backup is too goodREAD MORE
4,Fabulous!,OssssmmmmmREAD MORE
5,Terrific purchase,Very beautiful 👍👍👍👍👍READ MORE
4,Pretty good,Good  qualityREAD MORE
3,Worth the money,Very niceREAD MORE
4,Super!,Super quality 💞READ MORE
5,Great product,Superb  thank you flipkart...READ MORE
4,Highly recommended,GoodREAD MORE
5,Super!,Good productREAD MORE
4,Wonderful,Good machine working well just one thing missing is charger if charger also provider then more niceREAD MORE
5,Very Good,It's nice product and battery backup is too goodREAD MORE
4,Fabulous!,OssssmmmmmREAD MORE
5,Terrific purchase,Very beautiful 👍👍👍👍👍READ MORE
4,Pretty good,Good  qualityREAD MORE
3,Worth the money,Very niceREAD MORE
5,Super!,Super quality 💞READ MORE
5,Great product,Superb  thank you flipkart...READ MORE
5,Highly recommended,GoodREAD MORE
5,Delightful,Nice products 💕 I love itREAD MORE
4,Wonderful,Very good qualityREAD MORE
5,Very Good,Best quality. 60 mi.. Charging.READ MORE
5,Awesome,Very good in low priceREAD MORE
4,Fabulous!,This is a very good product with fine materialit cut the hair and bread smoothly ..very nice product I recommend to buy itREAD MORE
4,Best in the market!,Very nice product😍READ MORE
5,Brilliant,awesome products.READ MORE
5,Simply awesome,Good productREAD MORE
5,Value-for-money,Good productREAD MORE
5,Terrific purchase,GoodREAD MORE
5,Delightful,Nice products 💕 I love itREAD MORE
4,Wonderful,Very good qualityREAD MORE
5,Very Good,Best quality. 60 mi.. Charging.READ MORE
5,Awesome,Very good in low priceREAD MORE
4,Fabulous!,This is a very good product with fine materialit cut the hair and bread smoothly ..very nice product I recommend to buy itREAD MORE
4,Best in the market!,Very nice product😍READ MORE
5,Brilliant,awesome products.READ MORE
5,Simply awesome,Good productREAD MORE
4,Value-for-money,Good productREAD MORE
5,Terrific purchase,GoodREAD MORE
5,Very Good,NiceREAD MORE
5,Bad quality,At first I thought it would be great but upset after using the product.READ MORE
5,Terrific purchase,G very goodREAD MORE
5,Excellent,Thanku filip cartREAD MORE
5,Mind-blowing purchase,Good ProductREAD MORE
5,Just wow!,SuperREAD MORE
5,Absolute rubbish!,Not goodREAD MORE
5,Value-for-money,Nice product..READ MORE
5,Utterly Disappointed,Normal use for good but battery backup  not good fix betteryREAD MORE
4,Must buy!,good productREAD MORE
3,Simply awesome,Good product 👌👌READ MORE
5,Value-for-money,GoodREAD MORE
5,Mind-blowing purchase,BEST THING LOW PRICE AND GOOD THING 👌👌👌READ MORE
4,Hated it!,Worst product I ever boughtREAD MORE
5,Good quality product,Nice productREAD MORE
5,Perfect product!,This is superb thank you thank you flipkart the packing of this is very nice thank u one's againREAD MORE
5,Could be way better,It's not cut zero size.READ MORE
4,Mind-blowing purchase,This is a good productREAD MORE
4,Good quality product,Awesome product thanks to FlipkartREAD MORE
4,Simply awesome,Good product 👍I am so happyThank you flipcartREAD MORE
5,Good,GudREAD MORE
5,Good choice,"Blades are quite sharp, try to use it with combs on sensitive partsREAD MORE"
5,Excellent,GoodREAD MORE
5,Worst experience ever!,30 minutes battery backup😑😑READ MORE
5,Fabulous!,Ok super charger is most usefulREAD MORE
5,Must buy!,Very very niceREAD MORE
4,Excellent,Good trimmer value for money 💰READ MORE
5,Really Nice,It's work smoothly..READ MORE
5,Very Good,Its simply value for money deal...don't expect more than that....over all nice product!!!READ MORE
4,Mind-blowing purchase,goodREAD MORE
4,Good,GudREAD MORE
4,Good choice,"Blades are quite sharp, try to use it with combs on sensitive partsREAD MORE"
5,Excellent,GoodREAD MORE
5,Worst experience ever!,30 minutes battery backup😑😑READ MORE
5,Fabulous!,Ok super charger is most usefulREAD MORE
5,Must buy!,Very very niceREAD MORE
3,Excellent,Good trimmer value for money 💰READ MORE
4,Really Nice,It's work smoothly..READ MORE
3,Very Good,Its simply value for money deal...don't expect more than that....over all nice product!!!READ MORE
5,Mind-blowing purchase,goodREAD MORE
3,Simply awesome,Overall good performanceREAD MORE
5,Just wow!,Product is tooo much goodREAD MORE
5,Delightful,Osm productREAD MORE
4,Wonderful,Nice product it is working smoothly with out any noise nova os always premium qualityREAD MORE
5,Not good,"This nova trimmer blades are very poor quality there is no calibration and my this product will be used product by other person and Flipkart sell me, see send image by screw it repair product, I hope Flipkart check product and sell, very bad experience by Flipkart.READ MORE"
3,Good choice,"Nice product4 combs provided1 user manual1 liquid bottle1 brush for cleaning trapped hairsHowever, charging time is very long i.e. 5 hrs. 😒My mobile gets full charged in 1.5 hrs only.READ MORE"
4,Worth every penny,Cool productREAD MORE
3,Good quality product,Product is good but the issue is you cannot trim below 3.READ MORE
5,Highly recommended,Nice and fast running and good hair style I like this trimmerREAD MORE
3,Brilliant,Awesome productREAD MORE
5,Simply awesome,Overall good performanceREAD MORE
5,Just wow!,Product is tooo much goodREAD MORE
4,Delightful,Osm productREAD MORE
5,Wonderful,Nice product it is working smoothly with out any noise nova os always premium qualityREAD MORE
5,Not good,"This nova trimmer blades are very poor quality there is no calibration and my this product will be used product by other person and Flipkart sell me, see send image by screw it repair product, I hope Flipkart check product and sell, very bad experience by Flipkart.READ MORE"
5,Good choice,"Nice product4 combs provided1 user manual1 liquid bottle1 brush for cleaning trapped hairsHowever, charging time is very long i.e. 5 hrs. 😒My mobile gets full charged in 1.5 hrs only.READ MORE"
5,Worth every penny,Cool productREAD MORE
4,Good quality product,Product is good but the issue is you cannot trim below 3.READ MORE
5,Highly recommended,Nice and fast running and good hair style I like this trimmerREAD MORE
5,Brilliant,Awesome productREAD MORE
5,Good quality product,It is fantastic for ... Firstly ... Adorable fantastic like butter ...... But after some days hair are stucking on it .. and it cause a small pain ...... But its awesome ... USB charger is good quality.READ MORE
4,Super!,Good productREAD MORE
5,Nice product,It's a very good product I like itREAD MORE
5,Great product,Best productREAD MORE
3,Really Nice,Best quality productsREAD MORE
5,Classy product,GoodREAD MORE
5,Worth the money,Ok niceREAD MORE
5,Just wow!,So niceREAD MORE
3,Nice product,Good productREAD MORE
5,Decent product,GoodREAD MORE
5,Good quality product,It is fantastic for ... Firstly ... Adorable fantastic like butter ...... But after some days hair are stucking on it .. and it cause a small pain ...... But its awesome ... USB charger is good quality.READ MORE
5,Super!,Good productREAD MORE
5,Nice product,It's a very good product I like itREAD MORE
5,Great product,Best productREAD MORE
5,Really Nice,Best quality productsREAD MORE
5,Classy product,GoodREAD MORE
5,Worth the money,Ok niceREAD MORE
4,Just wow!,So niceREAD MORE
5,Nice product,Good productREAD MORE
5,Decent product,GoodREAD MORE
5,Brilliant,GoodREAD MORE
5,Highly recommended,NiceREAD MORE
5,Best in the market!,Good oneREAD MORE
5,Perfect product!,NiceREAD MORE
5,Good quality product,GoodREAD MORE
5,Wonderful,Very Good productREAD MORE
5,Just wow!,ImpressiveREAD MORE
4,Wonderful,HappyREAD MORE
5,Wonderful,Good👌👌READ MORE
5,Perfect product!,Nice product good workingREAD MORE
5,Brilliant,GoodREAD MORE
5,Highly recommended,NiceREAD MORE
5,Best in the market!,Good oneREAD MORE
4,Perfect product!,NiceREAD MORE
3,Good quality product,GoodREAD MORE
5,Wonderful,Very Good productREAD MORE
5,Just wow!,ImpressiveREAD MORE
5,Wonderful,HappyREAD MORE
5,Wonderful,Good👌👌READ MORE
4,Perfect product!,Nice product good workingREAD MORE
5,Terrific,Very good quality and better priceREAD MORE
3,Very Good,I loved itREAD MORE
5,Awesome,GoodREAD MORE
3,Mind-blowing purchase,Best trimmer I have ever used....!!!READ MORE
5,Excellent,It was nice.READ MORE
4,Classy product,GoodREAD MORE
4,Simply awesome,This product is  very good quality and look.READ MORE
4,Best in the market!,GoodREAD MORE
5,Great product,Very smart productREAD MORE
5,Super!,Nice productREAD MORE
4,Great product,Good productREAD MORE
4,Must buy!,Excellent productREAD MORE
5,Value-for-money,Value for money go for itREAD MORE
3,Just okay,Not a badREAD MORE
5,Great product,GoodREAD MORE
3,Excellent,GoodREAD MORE
5,Good choice,GoodREAD MORE
4,Must buy!,You can buy it without any hesitationREAD MORE
5,Bad quality,It can't cut my beard nicely. I have used 2 trimmers before but this is the worst of them.Don't buy this U can buy other nova trimmers.READ MORE
5,Worth every penny,Super 👍👌nice and im happyREAD MORE
3,Worth every penny,Nice quality product .... Catches hair parfect fully 👌👌 nice product in this range 👌👌READ MORE
5,Pretty good,BTW nice productREAD MORE
5,Good choice,VishwasREAD MORE
3,Nice product,Just okREAD MORE
5,Just wow!,I am very happy good productREAD MORE
3,Best in the market!,UnbelievableExtraordinaryREAD MORE
5,Classy product,GoodREAD MORE
4,Just wow!,Awesome Nova product value for moneyREAD MORE
5,Must buy!,Excellent product.READ MORE
5,Must buy!,SuperbREAD MORE
3,Really Nice,NiceREAD MORE
5,Wonderful,Nice productREAD MORE
5,Wonderful,Very nice productUse full productUse full moneyREAD MORE
5,Nice product,😯Very nice good product👌👌👌👌👌👌READ MORE
3,Pretty good,"Good quality product , it looks very nice and it is marvelous 😁😀😎READ MORE"
3,Worth the money,Amazing productREAD MORE
4,Worth every penny,Best productREAD MORE
4,Highly recommended,Very Good productsREAD MORE
4,Very poor,"quick charge not working😠😠,, 4 blade are """"not useful"""",😑,, only on zero mode working good,,,,,,, i exchange this offerREAD MORE"
5,Perfect product!,BestREAD MORE
3,Perfect product!,Amazing trimmerREAD MORE
5,Does the job,valuable for moneyREAD MORE
5,Pretty good,NiceREAD MORE
4,Does the job,Good productREAD MORE
4,Worth every penny,Nice oneBest product on low priceREAD MORE
5,Good,Good productREAD MORE
5,Utterly Disappointed,Very bad productREAD MORE
4,Mind-blowing purchase,Good product 👌READ MORE
5,Perfect product!,Good productREAD MORE
5,Good choice,Nice ProductREAD MORE
5,Perfect product!,Amazing trimmerREAD MORE
3,Does the job,valuable for moneyREAD MORE
5,Pretty good,NiceREAD MORE
4,Does the job,Good productREAD MORE
5,Worth every penny,Nice oneBest product on low priceREAD MORE
4,Good,Good productREAD MORE
4,Utterly Disappointed,Very bad productREAD MORE
5,Mind-blowing purchase,Good product 👌READ MORE
5,Perfect product!,Good productREAD MORE
5,Good choice,Nice ProductREAD MORE
5,Brilliant,Best product & reasonable amount 😃60 mins runtime but it takes 5 hours charging.Worth buying.READ MORE
3,Excellent,"Too good, must buyREAD MORE"
5,Best in the market!,NiceREAD MORE
4,Waste of money!,"I bought this product on 9th march then i used this only one time, next time i used this it was broken inside. that clip who attached lower part and upper part that was broken. When i was start trimming that part was divided in two parts.For warranty issue i called to flipkart, they said me asked to Nova company services that was given in product service on Flipkart. When i called that number they weren't received my call.Please flipkart solve my problem. Otherwise i think you are not givin...READ MORE"
5,Just wow!,Go for it !!!READ MORE
4,Value-for-money,OkokREAD MORE
4,Terrific,Nice productREAD MORE
5,Best in the market!,niceREAD MORE
5,Mind-blowing purchase,Very nice product and luck 👌🏻👍👍READ MORE
4,Value-for-money,Bast battery backupREAD MORE
4,Must buy!,Good ProductREAD MORE
3,Highly recommended,The product is amazing. Buy it without a doubt.READ MORE
5,Decent product,Good productREAD MORE
4,Fabulous!,OkREAD MORE
5,Wonderful,It is very nice very easy to handle and give good experienceREAD MORE
5,Perfect product!,Good productREAD MORE
5,Decent product,Design awesome 👍 and working too good 👍 my opinion this product is too niceREAD MORE
4,Best in the market!,But produce a little bit saoundREAD MORE
5,Great product,GOOD QUALITY AND GOOD DELEVRY....READ MORE
4,Must buy!,NiceREAD MORE
5,Great product,Very good and nice productREAD MORE
5,Awesome,Very good ProductREAD MORE
5,Best in the market!,Excellent product👍👍👍👍READ MORE
5,Terrific purchase,Best malREAD MORE
5,Terrific,Superb 😇😇READ MORE
5,Good choice,Gud  quality productsREAD MORE
4,Simply awesome,GoodREAD MORE
5,Mind-blowing purchase,Nice productREAD MORE
5,Mind-blowing purchase,Very good productREAD MORE
5,Terrific,very good productREAD MORE
5,Great product,Very good and nice productREAD MORE
4,Awesome,Very good ProductREAD MORE
5,Best in the market!,Excellent product👍👍👍👍READ MORE
4,Terrific purchase,Best malREAD MORE
4,Terrific,Superb 😇😇READ MORE
5,Good choice,Gud  quality productsREAD MORE
5,Simply awesome,GoodREAD MORE
4,Mind-blowing purchase,Nice productREAD MORE
4,Mind-blowing purchase,Very good productREAD MORE
4,Terrific,very good productREAD MORE
5,Must buy!,It's amazing 🔥READ MORE
4,Delightful,Good product value for money I buy rs 584READ MORE
5,Decent product,#Super product#READ MORE
4,Great product,Good quality productREAD MORE
5,Awesome,NiceREAD MORE
5,Brilliant,It's a very good product..READ MORE
5,Highly recommended,Wow this is a awesome product for teenagerREAD MORE
5,Nice product,GoodREAD MORE
5,Wonderful,Nova Nice trimarREAD MORE
5,Just okay,GoodREAD MORE
5,Mind-blowing purchase,Best productREAD MORE
5,Fair,It's okREAD MORE
5,Fabulous!,GoodREAD MORE
4,Worth the money,NiceREAD MORE
5,Good quality product,Well products deliverREAD MORE
5,Delightful,Good oneREAD MORE
5,Super!,Good productREAD MORE
5,Awesome,Product this product is very niceREAD MORE
5,Wonderful,Very nice Product Thank U FLIPKARTREAD MORE
5,Value-for-money,Good productREAD MORE
5,Simply awesome,Nice 1👍READ MORE
4,Does the job,NiceREAD MORE
4,Fabulous!,It's goodREAD MORE
5,Nice,I have charged full but trimmer are not workREAD MORE
4,Perfect product!,GoodREAD MORE
5,Good quality product,Very goodREAD MORE
4,Brilliant,NiceREAD MORE
5,Awesome,"Great product and works perfectly fine. Best thing about this trimmer is USB charging, you don't have to carry any different charger. Runtime is good with 4 different size of blades. This is much better product in this price range Also It looks great and very costly. Best for daily use or weekly use. I love it ❤️READ MORE"
5,Decent product,GoodREAD MORE
5,Brilliant,fine qualityREAD MORE
4,Simply awesome,Nice 1👍READ MORE
4,Does the job,NiceREAD MORE
5,Fabulous!,It's goodREAD MORE
4,Nice,I have charged full but trimmer are not workREAD MORE
5,Perfect product!,GoodREAD MORE
5,Good quality product,Very goodREAD MORE
5,Brilliant,NiceREAD MORE
5,Awesome,"Great product and works perfectly fine. Best thing about this trimmer is USB charging, you don't have to carry any different charger. Runtime is good with 4 different size of blades. This is much better product in this price range Also It looks great and very costly. Best for daily use or weekly use. I love it ❤️READ MORE"
3,Decent product,GoodREAD MORE
5,Brilliant,fine qualityREAD MORE
4,Great product,Super👌👌👌👌READ MORE
5,Best in the market!,thanks flipkart you give me very very nice hair cutting machine i self my head hair cutting✂ no any person help only one mirrorREAD MORE
5,Good,Not good at allREAD MORE
5,Nice,Average product 👍READ MORE
4,Really Nice,SuperREAD MORE
5,Bad quality,clean shaving option is absent my dad is heating it...😎😆READ MORE
5,Good quality product,Super product and very nice....READ MORE
4,Expected a better product,"Received a rusted item ,no Replace option availableREAD MORE"
5,Very Good,Allover is goodREAD MORE
5,Waste of money!,It stopped working after one use only. Battery failed to charged even after keeping it for continues charging of 18 hr. Replacement is not yet done. No proper service. This is so harrasing.READ MORE
5,Wonderful,Amazing! Thanks a lot.READ MORE
4,Fair,GoodREAD MORE
5,Very poor,Not working properly everytime you have to charge before use and it's run time is only 5 to 10 min very bad product and after 1month it's completly stop working waste of moneyREAD MORE
4,Excellent,NiceREAD MORE
5,Classy product,Wow NYC productsREAD MORE
4,Value-for-money,"Really awesome  product ,,,,,,,,awesome battery backupREAD MORE"
5,Value-for-money,It is best trimmer to use but has sharp blades to be used carefully otherwise can give itchingREAD MORE
4,Simply awesome,It's very goodREAD MORE
3,Terrific,SuperbREAD MORE
4,Really Nice,nice productREAD MORE
5,Brilliant,Overall is good .. but need more stability.READ MORE
5,Terrific,Very good trimmer.Good battery back up.Must buy.Very good Hair and Beard trim.READ MORE
4,Best in the market!,It is wonderful I'm using it since a month but it's battery 🔋 dosent gets dischargeREAD MORE
5,Good,Average product ok niceREAD MORE
4,Must buy!,good productREAD MORE
5,Good quality product,Must buyREAD MORE
5,Excellent,It is very sharpREAD MORE
5,Worth the money,GoodREAD MORE
4,Really Nice,Nice productREAD MORE
5,Classy product,Nice... loved it...READ MORE
5,Brilliant,Overall is good .. but need more stability.READ MORE
5,Terrific,Very good trimmer.Good battery back up.Must buy.Very good Hair and Beard trim.READ MORE
5,Best in the market!,It is wonderful I'm using it since a month but it's battery 🔋 dosent gets dischargeREAD MORE
5,Good,Average product ok niceREAD MORE
5,Must buy!,good productREAD MORE
3,Good quality product,Must buyREAD MORE
5,Excellent,It is very sharpREAD MORE
5,Worth the money,GoodREAD MORE
5,Really Nice,Nice productREAD MORE
5,Classy product,Nice... loved it...READ MORE
5,Classy product,Very nice productREAD MORE
5,Nice product,Good product in this price rangeREAD MORE
5,Did not meet expectations,It's cutting my skin too...READ MORE
5,Very Good,Good Delivery manREAD MORE
3,Just okay,GoodREAD MORE
5,Brilliant,Very good delivery and interaction 👌👌product is soberREAD MORE
5,Very Good,Awesome productREAD MORE
5,Fabulous!,Such a great product for this priceREAD MORE
5,Simply awesome,NiceREAD MORE
5,Super!,Nc productsREAD MORE
5,Very Good,Good product in good priceREAD MORE
5,Classy product,Good productREAD MORE
3,Very Good,BestREAD MORE
5,Highly recommended,Best productREAD MORE
5,Mind-blowing purchase,NiceREAD MORE
5,Brilliant,SuperREAD MORE
4,Wonderful,Nice 😘READ MORE
5,Excellent,Very helpful for every man thanks a lot flipkart 🙂🙂🙂🙂READ MORE
5,Terrible product,Worst oneREAD MORE
4,Terrific purchase,To good productREAD MORE
5,Worth the money,Good qualityREAD MORE
3,Fabulous!,GreatREAD MORE
5,Excellent,NiceREAD MORE
5,Fabulous!,Nice 😱😱😱😱READ MORE
5,Mind-blowing purchase,GoodREAD MORE
4,Horrible,Charge not taking. Bad qualityREAD MORE
5,Really Nice,I'll using trimmer within 2 months no any problemREAD MORE
5,Excellent,This is A goodREAD MORE
4,Good choice,Good quality better for seving smoothnessREAD MORE
4,Good choice,GoodREAD MORE
5,Worst experience ever!,Not proper clean shaveREAD MORE
5,Wonderful,It's Too cool . It's battery backup is also long.READ MORE
5,Just wow!,NiceREAD MORE
5,Really Nice,Its too goodREAD MORE
4,Expected a better product,Very badREAD MORE
5,Pretty good,GoodREAD MORE
5,Wonderful,Easy to use and handlingREAD MORE
4,Worth every penny,Awesome productREAD MORE
4,Could be way better,AverageREAD MORE
5,Really Nice,Easy to useREAD MORE
5,Great product,Your product is very goodREAD MORE
5,Nice product,good performanceREAD MORE
4,Highly recommended,AwesomeREAD MORE
5,Worth every penny,So niceREAD MORE
5,Best in the market!,Super trimmer... Looking good feeling goodREAD MORE
4,Awesome,goodREAD MORE
4,Brilliant,Best productREAD MORE
5,Just wow!,Good productREAD MORE
5,Brilliant,good product good work tnx flip cartREAD MORE
5,Worth every penny,NiceREAD MORE
4,Great product,Your product is very goodREAD MORE
3,Nice product,good performanceREAD MORE
3,Highly recommended,AwesomeREAD MORE
4,Worth every penny,So niceREAD MORE
5,Best in the market!,Super trimmer... Looking good feeling goodREAD MORE
3,Awesome,goodREAD MORE
4,Brilliant,Best productREAD MORE
5,Highly recommended,good product good work tnx flip cartREAD MORE
3,Worth every penny,NiceREAD MORE
5,Delightful,Nice product ...in this range Must buyREAD MORE
5,Nice product,Its goodREAD MORE
5,Great product,Super product👌👌👌READ MORE
5,Really Nice,SatisfiedREAD MORE
5,Super!,NiceREAD MORE
5,Pretty good,Nice one..runtime is best in range and usb charging in this range...READ MORE
5,Unsatisfactory,Good qualityREAD MORE
3,Best in the market!,God productREAD MORE
5,Simply awesome,Just awesome.READ MORE
5,Excellent,NiceREAD MORE
5,Delightful,Nice product ...in this range Must buyREAD MORE
5,Nice product,Its goodREAD MORE
3,Great product,Super product👌👌👌READ MORE
5,Really Nice,SatisfiedREAD MORE
4,Super!,NiceREAD MORE
4,Unsatisfactory,Good qualityREAD MORE
3,Best in the market!,God productREAD MORE
4,Simply awesome,Just awesome.READ MORE
5,Excellent,NiceREAD MORE
5,Good,Good batterry backupREAD MORE
5,Very poor,WasteREAD MORE
5,Super!,Good product very reasonable price and more applications for compare other costly trimmerREAD MORE
5,Good choice,GoodREAD MORE
4,Just wow!,BestREAD MORE
4,Fabulous!,ThanksREAD MORE
4,Highly recommended,Good productREAD MORE
5,Unsatisfactory,Not goodREAD MORE
5,Good quality product,nice productREAD MORE
5,Fabulous!,Nice products 👍READ MORE
5,Just wow!,NiceREAD MORE
5,Nice product,Very nice productsREAD MORE
5,Simply awesome,SuperREAD MORE
5,Don't waste your money,Charger not given worest product even not given information about charger dont buy tha product west of productREAD MORE
5,Must buy!,This product is most convenientREAD MORE
5,Awesome,Good workREAD MORE
5,Nice product,good product i bought first time 👌👌READ MORE
4,Just wow!,Looking very smart..Same as shown in picture. Delivery on time .READ MORE
4,Good choice,"This product is good and his motor is to heavy which makes this NOVA TRIMMER BEST, GO BELIEVE ON MY WORDS YOU CAN BUY THIS PRODUCT 👍READ MORE"
5,Perfect product!,GoodREAD MORE
5,Worth the money,Doing its job seamlesslyREAD MORE
5,Mind-blowing purchase,Best product to buyREAD MORE
5,Really Nice,It's a good oneI like itREAD MORE
5,Fair,Gud and niceREAD MORE
5,Value-for-money,Good product. Very easy to use. Thank you flipkartREAD MORE
5,Must buy!,Nice product. Best delivery by Flipkart. ThanksREAD MORE
5,Must buy!,UnbelievableREAD MORE
5,Value-for-money,Thanks 👍😊READ MORE
5,Super!,SuperREAD MORE
5,Really Nice,Superb.. It's very nice product tx flipkart... Tq delivery boy his goodREAD MORE
5,Mind-blowing purchase,Goood i love flip cardREAD MORE
5,Great product,GreatREAD MORE
5,Best in the market!,Good quality it's is productREAD MORE
5,Good quality product,GoodREAD MORE
5,Classy product,Nice....READ MORE
5,Worth every penny,Nice product sleek design battery backup is goodREAD MORE
5,Must buy!,Awesome productREAD MORE
4,Brilliant,Nice one in pricesREAD MORE
5,Best in the market!,Awesome product go for it. Battery backup and work is so good i loved it...READ MORE
4,Simply awesome,Easy to use good 👍🏻READ MORE
5,Does the job,Quality is good.READ MORE
5,Just wow!,Best qualityREAD MORE
4,Terrific purchase,Good productREAD MORE
5,Terrific,Nice productREAD MORE
5,Best in the market!,Very use full 😊READ MORE
4,Fabulous!,Very nice👍READ MORE
5,Classy product,Good product I am happy product Peking superbREAD MORE
4,Perfect product!,I like nova product 👍READ MORE
5,Best in the market!,Awesome product go for it. Battery backup and work is so good i loved it...READ MORE
4,Does the job,Quality is good.READ MORE
5,Just wow!,Best qualityREAD MORE
5,Terrific purchase,Good productREAD MORE
5,Terrific,Nice productREAD MORE
5,Best in the market!,Very use full 😊READ MORE
5,Fabulous!,Very nice👍READ MORE
4,Classy product,Good product I am happy product Peking superbREAD MORE
5,Terrific,Amazing valuableREAD MORE
5,Does the job,SuperREAD MORE
4,Wonderful,Best productREAD MORE
5,Super!,NiceREAD MORE
5,Perfect product!,Received today and the trimmer is very good and worthy 😄😄READ MORE
5,Absolute rubbish!,is perfectREAD MORE
5,Value-for-money,GoodREAD MORE
3,Just wow!,GoodREAD MORE
4,Terrific,Good for Daily UseREAD MORE
4,Good quality product,Gud..!!READ MORE
5,Terrific,Amazing valuableREAD MORE
4,Does the job,SuperREAD MORE
5,Wonderful,Best productREAD MORE
3,Super!,NiceREAD MORE
4,Perfect product!,Received today and the trimmer is very good and worthy 😄😄READ MORE
4,Absolute rubbish!,is perfectREAD MORE
5,Value-for-money,GoodREAD MORE
5,Just wow!,GoodREAD MORE
4,Terrific,Good for Daily UseREAD MORE
5,Good quality product,Gud..!!READ MORE
4,Good choice,Nice product I love itREAD MORE
5,Best in the market!,Trimmer is very goodREAD MORE
5,Mind-blowing purchase,Valu for moneyREAD MORE
5,Great product,Nice productREAD MORE
5,Brilliant,AwesomeREAD MORE
5,Wonderful,Superb qualityREAD MORE
5,Excellent,niceREAD MORE
5,Brilliant,Very useful product and build quality is very good.READ MORE
5,Really Nice,niceREAD MORE
5,Slightly disappointed,OkayREAD MORE
5,Value-for-money,Very good  product.READ MORE
5,Must buy!,NiceREAD MORE
5,Simply awesome,Nice productREAD MORE
3,Brilliant,Nyc 👌I like itREAD MORE
5,Really Nice,Your products is very goodREAD MORE
5,Moderate,Battery backup too weak....READ MORE
4,Brilliant,Good oneREAD MORE
3,Wonderful,Nice productREAD MORE
5,Really Nice,niceREAD MORE
4,Slightly disappointed,OkayREAD MORE
3,Value-for-money,Very good  product.READ MORE
5,Must buy!,NiceREAD MORE
5,Simply awesome,Nice productREAD MORE
5,Brilliant,Nyc 👌I like itREAD MORE
5,Really Nice,Your products is very goodREAD MORE
4,Moderate,Battery backup too weak....READ MORE
4,Does the job,No trim for 1 mm. Only from 3 mm availableREAD MORE
5,Just okay,Good productREAD MORE
5,Terrible product,Bad and change itemREAD MORE
5,Worth the money,Very good productREAD MORE
4,Must buy!,"Good quality , works smooth. Strongly recommended.READ MORE"
4,Nice,Better to useREAD MORE
5,Delightful,"Used it once and seems like a capable trimmer with good fit and finish,very handy and trimmed my body hair quite wellREAD MORE"
5,Fabulous!,Nice productREAD MORE
5,Decent product,NiceREAD MORE
5,Mind-blowing purchase,GoodREAD MORE
4,Highly recommended,Not badREAD MORE
4,Awesome,Awesome 👍READ MORE
4,Terrific purchase,Nice products value of money must buy this productREAD MORE
4,Must buy!,Good products I like itREAD MORE
5,Worth every penny,AwesomeREAD MORE
5,Best in the market!,Awesome battery powerREAD MORE
5,Waste of money!,Very bad product... After two month of using getting complintREAD MORE
3,Just okay,Battery life it was goodREAD MORE
5,Don't waste your money,It was not workingREAD MORE
5,Perfect product!,Very goodREAD MORE
5,Brilliant,GoodREAD MORE
4,Highly recommended,NiceREAD MORE
5,Terrific purchase,Good one for 499READ MORE
5,Does the job,Best quality productREAD MORE
5,Must buy!,I am ver impressed with your companyREAD MORE
4,Really Nice,Good productsREAD MORE
3,Wonderful,SuperREAD MORE
3,Utterly Disappointed,Charging time very very badREAD MORE
5,Fair,Nici productREAD MORE
5,Worth the money,NC good productREAD MORE
5,Highly recommended,Good product 😊❤️👍🏻👍🏻READ MORE
4,Must buy!,"*NICE PRODUCT* ,READ MORE"
5,Fabulous!,GoodREAD MORE
5,Super!,Nice product 👌READ MORE
5,Awesome,Delivery on time delivery executive is knowledgeable about products.Thank youREAD MORE
5,Really Nice,Good productsREAD MORE
5,Wonderful,SuperREAD MORE
5,Utterly Disappointed,Charging time very very badREAD MORE
5,Worth the money,NC good productREAD MORE
5,Highly recommended,Good product 😊❤️👍🏻👍🏻READ MORE
4,Fabulous!,GoodREAD MORE
4,Awesome,Delivery on time delivery executive is knowledgeable about products.Thank youREAD MORE
5,Perfect product!,Very niceREAD MORE
5,Excellent,NiceREAD MORE
5,Great product,"Nice trimmer in this price range, and delivery boy is as usual kind, polite and humble.READ MORE"
5,Just wow!,Nice trimmer. Fits in hand smoothly.READ MORE
5,Perfect product!,Nice😊😊READ MORE
5,Great product,Absolutely nice and goodREAD MORE
4,Best in the market!,Nice product thank you FlipkartREAD MORE
5,Nice product,Not bad at all.READ MORE
3,Nice product,GoodREAD MORE
4,Fabulous!,Superb product 😍READ MORE
5,Wonderful,This product is Owsem.It is working Perfectly. Nice model & compatible to Use. It's looking standard.READ MORE
5,Classy product,Worthy ProductREAD MORE
5,Super!,Nice productREAD MORE
5,Brilliant,Points:1. Best Quality at this price.2. Battery back up is excellent.3. It doesn't get heated while charging.4. Skin friendly product.Thanks Flipkart for delivering this product within 24hours & also thanks to Amazestore.READ MORE
5,Best in the market!,Fantastic product..Thankyou flipkartREAD MORE
5,Terrific purchase,Nice product ❤️READ MORE
4,Great product,Very good productREAD MORE
5,Utterly Disappointed,Skin damage and bleedingREAD MORE
